queryid,rptno,TransactionType,ForwardType,SettlementType,PositionDate,Entity,EntityGroup1,EntityGroup2,Counterparty,CounterpartyGroup1,CounterpartyGroup2,Instrument,InstrumentGroup1,CcyPair,DealNo,DealId,DealSide,PayorReceive,CashFlowDate,CashflowType,Currency,ValuationModel,MarketValue,BaseCcy,BaseMV,FaceValue,PrincipalOutstanding,BPDelta,BPGamma,IRR,MacaulayDuration,ModifiedDuration,Theta,Convexity,SpotRate,SpotFactor,FwdRate,FwdFactor,ZeroRate,CurrencyDF,BaseDF,DiscountYieldCurve,DealDate,MaturityDate,TermofDeal,DaystoMaturity,TimeProfile,TimeProfileStart,TimeProfileEnd,TimeBucket
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1611,4937,2,PAY,5 March 2013,FX Principal,EUR,FORWARD NPV,-18205189.31,USD,-25004786.32,-18918000,-18918000,1746.771684,-33.57,3.926391,0.997164456,0.959491085,-1921.01,1.84412985,0.75,1.333333333,0.728068182,1.373497737,3.926390995,0.962653439,0.962321033,BS Zero Curve 1,5 March 2012,5 March 2013,365,364,Monthly 13,2 March 2013,1 April 2013,13 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1630,5015,1,REC,13 March 2012,FX Principal,EUR,FORWARD NPV,6996271.39,USD,9347836.51,7000000,7000000,-13.0492285,0.13,2.81712672,0.019177132,0.01865169,532.54,0.01848947,0.75,1.333333333,0.7484375,1.33611691,2.817126725,0.999315256,0.999467341,BS Zero Curve 1,6 March 2012,13 March 2012,7,7,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1630,5015,2,PAY,13 March 2012,FX Principal,USD,FORWARD NPV,-8542455.91,USD,-8542455.91,-8547008.55,-8547008.55,15.93312394,-0.16,2.81712672,0.019177132,0.01865169,-650.23,0.018489506,1,1,1,1,2.817126725,0.999467341,0.999467341,BS Zero Curve 1,6 March 2012,13 March 2012,7,7,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1634,5031,1,REC,12 March 2012,FX Principal,EUR,FORWARD NPV,9995454.15,USD,13349521.4,10000000,10000000,-15.98183941,0.16,2.80463275,0.016437544,0.015989108,757.5,0.015809347,0.75,1.333333333,0.74875,1.335559265,2.804632748,0.999413684,0.999545415,BS Zero Curve 1,5 March 2012,12 March 2012,7,6,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1634,5031,2,PAY,12 March 2012,FX Principal,USD,FORWARD NPV,-12119007.18,USD,-12119007.18,-12124518.81,-12124518.81,19.37721126,-0.19,2.80463275,0.016437544,0.015989108,-918.43,0.015809343,1,1,1,1,2.804632748,0.999545415,0.999545415,BS Zero Curve 1,5 March 2012,12 March 2012,7,6,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1635,5035,1,REC,12 March 2012,FX Principal,EUR,FORWARD NPV,799636.33,USD,1067961.712,800000,800000,-1.278547153,0.01,2.80463275,0.016437544,0.015989108,60.6,0.015809344,0.75,1.333333333,0.74875,1.335559265,2.804632748,0.999413684,0.999545415,BS Zero Curve 1,5 March 2012,12 March 2012,7,6,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1635,5035,2,PAY,12 March 2012,FX Principal,USD,FORWARD NPV,-974857.15,USD,-974857.1526,-975300.51,-975300.51,1.558709613,-0.02,2.80463275,0.016437544,0.015989108,-73.88,0.015809356,1,1,1,1,2.804632748,0.999545415,0.999545415,BS Zero Curve 1,5 March 2012,12 March 2012,7,6,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1639,5051,1,REC,11 March 2012,FX Principal,USD,FORWARD NPV,6093329.12,USD,6093329.124,6095628.22,6095628.22,-8.119895886,0.08,2.79213877,0.013697955,0.013325878,459.75,0.013142173,1,1,1,1,2.792138772,0.999622829,0.999622829,BS Zero Curve 1,2 March 2012,11 March 2012,9,5,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1639,5051,2,PAY,11 March 2012,FX Principal,EUR,FORWARD NPV,-4998114.14,USD,-6672492.808,-5000000,-5000000,6.660425794,-0.07,2.79213877,0.013697955,0.013325878,-377.11,0.013142174,0.75,1.333333333,0.7490625,1.335002086,2.792138772,0.99951191,0.999622829,BS Zero Curve 1,2 March 2012,11 March 2012,9,5,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1640,5055,1,REC,11 March 2012,FX Principal,USD,FORWARD NPV,1218198.01,USD,1218198.007,1218657.65,1218657.65,-1.623355769,0.02,2.79213877,0.013697955,0.013325878,91.91,0.013142147,1,1,1,1,2.792138772,0.999622829,0.999622829,BS Zero Curve 1,2 March 2012,11 March 2012,9,5,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1640,5055,2,PAY,11 March 2012,FX Principal,EUR,FORWARD NPV,-999622.83,USD,-1334498.562,-1000000,-1000000,1.332085159,-0.01,2.79213877,0.013697955,0.013325878,-75.42,0.01314217,0.75,1.333333333,0.7490625,1.335002086,2.792138772,0.99951191,0.999622829,BS Zero Curve 1,2 March 2012,11 March 2012,9,5,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1643,5066,1,REC,12 March 2012,FX Principal,USD,FORWARD NPV,6092857.24,USD,6092857.237,6095628.22,6095628.22,-9.741935132,0.1,2.80463275,0.016437544,0.015989108,461.74,0.015809361,1,1,1,1,2.804632748,0.999545415,0.999545415,BS Zero Curve 1,5 March 2012,12 March 2012,7,6,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1643,5066,2,PAY,12 March 2012,FX Principal,EUR,FORWARD NPV,-4997727.07,USD,-6674760.699,-5000000,-5000000,7.990919705,-0.08,2.80463275,0.016437544,0.015989108,-378.75,0.015809347,0.75,1.333333333,0.74875,1.335559265,2.804632748,0.999413684,0.999545415,BS Zero Curve 1,5 March 2012,12 March 2012,7,6,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1644,5070,1,REC,12 March 2012,FX Principal,USD,FORWARD NPV,9744829.32,USD,9744829.318,9749261.19,9749261.19,-15.58111267,0.15,2.80463275,0.016437544,0.015989108,738.51,0.015809346,1,1,1,1,2.804632748,0.999545415,0.999545415,BS Zero Curve 1,5 March 2012,12 March 2012,7,6,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11205,FX,Spot/Forward,Deliverable,6 March 2012,Sungard USA,Sungard Group,None,Morgan Stanley,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1644,5070,2,PAY,12 March 2012,FX Principal,EUR,FORWARD NPV,-7996363.32,USD,-10679617.12,-8000000,-8000000,12.78547153,-0.13,2.80463275,0.016437544,0.015989108,-606,0.015809356,0.75,1.333333333,0.74875,1.335559265,2.804632748,0.999413684,0.999545415,BS Zero Curve 1,5 March 2012,12 March 2012,7,6,Monthly 1,6 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1424,4861,1,REC,13 June 2012,FX Principal,EUR,NPV SPOT,990311.43,USD,1303041.355,1000000,1000000,-25.640738,0.31,3.69263693,0.268476729,0.258915905,98.39,0.316756463,0.76,1.315789474,0.730131868,1.369615605,3.69263693,0.99031143,0.991026775,BS Zero Curve 1,5 March 2012,13 June 2012,100,98,Monthly 4,2 June 2012,1 July 2012,4 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1424,4861,2,PAY,13 June 2012,FX Principal,JPY,NPV SPOT,-80968453,USD,-763745.2527,-81000000,-81000000,2170.65823,-27,0.1451911,0.268476148,0.268086909,-322,0.339594916,106.015,0.009432627,103.9725275,0.009617925,0.145191105,0.99961053,0.991026775,BS Zero Curve 1,5 March 2012,13 June 2012,100,98,Monthly 4,2 June 2012,1 July 2012,4 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1427,4864,1,REC,12 March 2012,FX Principal,EUR,NPV SPOT,3557755.11,USD,4681256.72,3559500,3559500,-4.7020458,0.05,3.64422255,0.01369796,0.013216328,348.91,0.012926956,0.76,1.315789474,0.758548387,1.318307463,3.644222548,0.999509793,0.999650782,BS Zero Curve 1,15 February 2012,12 March 2012,26,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1427,4864,2,PAY,12 March 2012,FX Principal,JPY,NPV SPOT,-288316722,USD,-2719584.228,-288319500,-288319500,394.6567185,-4,0.07036299,0.013697936,0.013688305,-556,0.013866796,106.015,0.009432627,105.9603226,0.009437495,0.070362993,0.999990365,0.999650782,BS Zero Curve 1,15 February 2012,12 March 2012,26,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1428,4865,1,REC,18 April 2012,FX Principal,EUR,NPV SPOT,3544584.65,USD,4663927.169,3559500,3559500,-39.32331205,0.42,3.71661727,0.115062308,0.110939125,354.4,0.119278238,0.76,1.315789474,0.7432,1.345532831,3.716617266,0.995809706,0.996311607,BS Zero Curve 1,15 February 2012,18 April 2012,63,42,Monthly 2,2 April 2012,1 May 2012,2 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1428,4865,2,PAY,18 April 2012,FX Principal,JPY,NPV SPOT,-288293854,USD,-2719368.52,-288319500,-288319500,3314.605744,-37,0.0773362,0.115062083,0.114973167,-611,0.128110996,106.015,0.009432627,105.345,0.009492619,0.077336197,0.999911049,0.996311607,BS Zero Curve 1,15 February 2012,18 April 2012,63,42,Monthly 2,2 April 2012,1 May 2012,2 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1429,4866,1,REC,26 April 2012,FX Principal,EUR,NPV SPOT,3541771.77,USD,4660226.014,3559500,3559500,-46.77829669,0.51,3.71211797,0.136978793,0.132075977,353.7,0.144801607,0.76,1.315789474,0.7416,1.348435814,3.71211797,0.995019461,0.995597289,BS Zero Curve 1,8 February 2012,26 April 2012,78,50,Monthly 2,2 April 2012,1 May 2012,2 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1429,4866,2,PAY,26 April 2012,FX Principal,JPY,NPV SPOT,-288284966,USD,-2719284.682,-288319500,-288319500,3945.433294,-45,0.08748167,0.136978521,0.136858795,-691,0.155479412,106.015,0.009432627,105.2516667,0.009501037,0.087481675,0.999880222,0.995597289,BS Zero Curve 1,8 February 2012,26 April 2012,78,50,Monthly 2,2 April 2012,1 May 2012,2 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1442,4884,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,6999315.62,USD,9209625.819,7000000,7000000,-1.850303514,0.02,3.63315734,0.002739593,0.002643549,684.38,0.002557968,0.76,1.315789474,0.7575,1.320132013,3.633157344,0.999902232,0.999931512,BS Zero Curve 1,5 March 2012,8 March 2012,3,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1442,4884,2,PAY,8 March 2012,FX Principal,JPY,NPV SPOT,-566998898,USD,-5348289.369,-567000000,-567000000,155.2241764,-2,0.07099734,0.002739589,0.002737645,-1102,0.002743312,106.015,0.009432627,106.0333298,0.009430997,0.070997344,0.999998056,0.999931512,BS Zero Curve 1,5 March 2012,8 March 2012,3,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1445,4912,1,REC,9 March 2012,FX Principal,EUR,NPV SPOT,6998630.29,USD,9208724.063,7000000,7000000,-3.700145432,0.04,3.63592364,0.005479186,0.005286957,684.82,0.005129651,0.76,1.315789474,0.76,1.315789474,3.635923645,0.999804327,0.999863028,BS Zero Curve 1,6 March 2012,9 March 2012,3,2,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1445,4912,2,PAY,9 March 2012,FX Principal,JPY,NPV SPOT,-566997800,USD,-5348279.016,-567000000,-567000000,310.4482011,-3,0.07083876,0.005479177,0.005475298,-1100,0.005501709,106.015,0.009432627,106.015,0.009432627,0.070838757,0.99999612,0.999863028,BS Zero Curve 1,6 March 2012,9 March 2012,3,2,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1467,4886,1,REC,5 April 2012,FX Principal,EUR,NPV SPOT,3988437.63,USD,5247944.252,4000000,4000000,-30.55358207,0.32,3.71061377,0.07944792,0.07660539,398.15,0.079737368,0.76,1.315789474,0.746935484,1.338803714,3.71061377,0.997109408,0.997506491,BS Zero Curve 1,5 March 2012,5 April 2012,31,29,Monthly 2,2 April 2012,1 May 2012,2 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1467,4886,2,PAY,5 April 2012,FX Principal,JPY,NPV SPOT,-323982873,USD,-3056009.742,-324000000,-324000000,2572.259651,-28,0.06655689,0.07944777,0.079394927,-591,0.085650626,106.015,0.009432627,105.5229032,0.009476616,0.066556885,0.999947138,0.997506491,BS Zero Curve 1,5 March 2012,5 April 2012,31,29,Monthly 2,2 April 2012,1 May 2012,2 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1487,4994,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,6999315.62,USD,9209625.819,7000000,7000000,-1.850303514,0.02,3.63315734,0.002739593,0.002643549,684.38,0.002557968,0.76,1.315789474,0.7575,1.320132013,3.633157344,0.999902232,0.999931512,BS Zero Curve 1,6 March 2012,8 March 2012,2,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1487,4994,2,PAY,8 March 2012,FX Principal,JPY,NPV SPOT,-566998898,USD,-5348289.369,-567000000,-567000000,155.2241764,-2,0.07099734,0.002739589,0.002737645,-1102,0.002743312,106.015,0.009432627,106.0333298,0.009430997,0.070997344,0.999998056,0.999931512,BS Zero Curve 1,6 March 2012,8 March 2012,2,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1488,4996,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,2999706.7,USD,3946982.494,3000000,3000000,-0.79298722,0.01,3.63315734,0.002739593,0.002643549,293.3,0.002557988,0.76,1.315789474,0.7575,1.320132013,3.633157344,0.999902232,0.999931512,BS Zero Curve 1,7 March 2012,8 March 2012,1,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1488,4996,2,PAY,8 March 2012,FX Principal,JPY,NPV SPOT,-245999522,USD,-2320421.843,-246000000,-246000000,67.34593895,-1,0.07099734,0.002739589,0.002737645,-478,0.002743333,106.015,0.009432627,106.0333298,0.009430997,0.070997344,0.999998056,0.999931512,BS Zero Curve 1,7 March 2012,8 March 2012,1,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1493,5006,1,REC,12 March 2012,FX Principal,EUR,NPV SPOT,99950.98,USD,131514.4464,100000,100000,-0.132098491,0,3.64422255,0.01369796,0.013216328,9.8,0.012926968,0.76,1.315789474,0.758548387,1.318307463,3.644222548,0.999509793,0.999650782,BS Zero Curve 1,7 March 2012,12 March 2012,5,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1493,5006,2,PAY,12 March 2012,FX Principal,JPY,NPV SPOT,-8199921,USD,-77346.79989,-8200000,-8200000,11.22430183,0,0.07036299,0.013697936,0.013688305,-16,0.013866777,106.015,0.009432627,105.9603226,0.009437495,0.070362993,0.999990365,0.999650782,BS Zero Curve 1,7 March 2012,12 March 2012,5,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1502,5024,1,REC,12 March 2012,FX Principal,JPY,NPV SPOT,81999210,USD,773467.9989,82000000,82000000,-112.2430183,1,0.07036299,0.013697936,0.013688305,158,0.013866773,106.015,0.009432627,105.9603226,0.009437495,0.070362993,0.999990365,0.999650782,BS Zero Curve 1,7 March 2012,12 March 2012,5,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN1,CASHMAN,None,Deutsche Bank,Germany Counterparties,Europe Counterparties,FX Forward,FORWARD,EUR/JPY,1502,5024,2,PAY,12 March 2012,FX Principal,EUR,NPV SPOT,-999509.79,USD,-1315144.464,-1000000,-1000000,1.320984914,-0.01,3.64422255,0.01369796,0.013216328,-98.02,0.012926936,0.76,1.315789474,0.758548387,1.318307463,3.644222548,0.999509793,0.999650782,BS Zero Curve 1,7 March 2012,12 March 2012,5,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1505,5030,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,6999315.62,USD,9209625.819,7000000,7000000,-1.850303514,0.02,3.63315734,0.002739593,0.002643549,684.38,0.002557968,0.76,1.315789474,0.7575,1.320132013,3.633157344,0.999902232,0.999931512,BS Zero Curve 1,6 March 2012,8 March 2012,2,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1505,5030,2,PAY,8 March 2012,FX Principal,USD,NPV SPOT,-8973744.33,USD,-8973744.33,-8974358.97,-8974358.97,2.397742832,-0.02,2.53142427,0.002739592,0.002671954,-614.64,0.002613257,1,1,1,1,2.531424273,0.999931512,0.999931512,BS Zero Curve 1,6 March 2012,8 March 2012,2,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1506,5032,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,2999706.7,USD,3946982.494,3000000,3000000,-0.79298722,0.01,3.63315734,0.002739593,0.002643549,293.3,0.002557988,0.76,1.315789474,0.7575,1.320132013,3.633157344,0.999902232,0.999931512,BS Zero Curve 1,7 March 2012,8 March 2012,1,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1506,5032,2,PAY,8 March 2012,FX Principal,USD,NPV SPOT,-3839982.77,USD,-3839982.767,-3840245.78,-3840245.78,1.026025572,-0.01,2.53142427,0.002739592,0.002671954,-263.01,0.002613257,1,1,1,1,2.531424273,0.999931512,0.999931512,BS Zero Curve 1,7 March 2012,8 March 2012,1,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1511,5042,1,REC,12 March 2012,FX Principal,EUR,NPV SPOT,99950.98,USD,131514.4464,100000,100000,-0.132098491,0,3.64422255,0.01369796,0.013216328,9.8,0.012926968,0.76,1.315789474,0.758548387,1.318307463,3.644222548,0.999509793,0.999650782,BS Zero Curve 1,7 March 2012,12 March 2012,5,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1511,5042,2,PAY,12 March 2012,FX Principal,USD,NPV SPOT,-127914.36,USD,-127914.3644,-127959.05,-127959.05,0.170805418,0,2.58251886,0.013697953,0.013353107,-8.94,0.013195876,1,1,1,1,2.58251886,0.999650782,0.999650782,BS Zero Curve 1,7 March 2012,12 March 2012,5,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1520,5060,1,REC,12 March 2012,FX Principal,USD,NPV SPOT,1265380.73,USD,1265380.732,1265822.78,1265822.78,-1.689676411,0.02,2.58251886,0.013697953,0.013353107,88.4,0.013195888,1,1,1,1,2.58251886,0.999650782,0.999650782,BS Zero Curve 1,7 March 2012,12 March 2012,5,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,CASHMAN2,CASHMAN,None,First American National Bank,AmSouth Bank Group,USA Counterparties,FX Forward,FORWARD,USD/EUR,1520,5060,2,PAY,12 March 2012,FX Principal,EUR,NPV SPOT,-999509.79,USD,-1315144.464,-1000000,-1000000,1.320984914,-0.01,3.64422255,0.01369796,0.013216328,-98.02,0.012926936,0.76,1.315789474,0.758548387,1.318307463,3.644222548,0.999509793,0.999650782,BS Zero Curve 1,7 March 2012,12 March 2012,5,5,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,GBG US,Greenies Biochemicals,None,Bank of America,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1524,4989,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,2999706.7,USD,3946982.494,3000000,3000000,-0.79298722,0.01,3.63315734,0.002739593,0.002643549,293.3,0.002557988,0.76,1.315789474,0.7575,1.320132013,3.633157344,0.999902232,0.999931512,BS Zero Curve 1,6 March 2012,8 March 2012,2,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,GBG US,Greenies Biochemicals,None,Bank of America,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1524,4989,2,PAY,8 March 2012,FX Principal,USD,NPV SPOT,-3845890.43,USD,-3845890.433,-3846153.85,-3846153.85,1.027604073,-0.01,2.53142427,0.002739592,0.002671954,-263.42,0.00261325,1,1,1,1,2.531424273,0.999931512,0.999931512,BS Zero Curve 1,6 March 2012,8 March 2012,2,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
2956,11206,FX,Spot/Forward,Deliverable,7 March 2012,GBG US,Greenies Biochemicals,None,Bank of America,USA Counterparties,None,FX Forward,FORWARD,USD/EUR,1525,4991,1,REC,8 March 2012,FX Principal,EUR,NPV SPOT,1999804.46,USD,2631321.663,2000000,2000000,-0.528658147,0.01,3.63315734,0.002739593,0.002643549,195.54,0.002557976,0.76,1.315789474,0.7575,1.320132013,3.633157344,0.999902232,0.999931512,BS Zero Curve 1,7 March 2012,8 March 2012,1,1,Monthly 1,7 March 2012,1 April 2012,1 Monthly
